#Bin     	state   	CS(bin)
chr4_2958	Active  	1.12719
chr3_2172	Heterochromatin	1.50379
chr2_1515	Active  	1.13876
chr5_3577	Polycomb_like	1.52604
chr1_441 	Heterochromatin	1.33044
chr4_2959	Active  	1.12111
chr2_1516	Active  	1.14728
chr3_2173	Heterochromatin	1.79505
chr5_3578	not-assigned	1.05847
chr1_442 	Heterochromatin	1.22765
chr4_2960	Active  	1.11492
chr2_1517	Active  	1.14085
chr3_2174	Heterochromatin	1.71484
chr5_3579	Polycomb_like	1.46486
chr1_443 	Heterochromatin	1.54939
chr4_2961	Active  	1.1073
chr2_1518	Active  	1.1461
chr3_2175	Heterochromatin	1.9514
chr5_3580	Active  	1.04418
chr1_444 	Heterochromatin	1.34064
chr4_2962	Active  	1.13172
chr2_1519	Active  	1.12977
chr3_2176	Heterochromatin	2.37271
chr5_3581	not-assigned	1.08562
chr1_445 	Active  	0.899611
chr4_2963	Active  	1.14116
chr2_1520	Active  	1.13477
chr3_2177	Heterochromatin	1.80348
chr5_3582	Active  	1.05755
chr1_446 	Heterochromatin	1.77765
chr4_2964	Active  	1.11496
chr2_1521	Active  	1.12781
chr3_2178	Active  	0.991443
chr5_3583	not-assigned	1.00796
chr1_447 	Heterochromatin	1.7564
chr4_2965	Active  	1.11579
chr3_2179	not-assigned	1.00852
chr2_1522	Active  	1.13762
chr5_3584	Active  	0.992325
chr1_448 	Active  	0.960401
chr4_2966	Active  	1.12107
chr2_1523	Undetermined	0.991014
chr3_2180	Heterochromatin	1.72934
chr5_3585	Heterochromatin	0.935814
chr4_2967	Active  	1.12822
chr1_449 	Heterochromatin	1.34008
chr2_1524	Active  	1.13839
chr3_2181	Heterochromatin	1.41095
chr5_3586	Polycomb_like	1.18876
chr4_2968	not-assigned	0.916879
chr1_450 	Heterochromatin	1.53054
chr2_1525	Active  	1.12905
chr3_2182	Heterochromatin	2.24664
chr5_3587	Active  	1.09204
chr4_2969	not-assigned	0.945724
chr1_451 	Active  	0.98801
chr2_1526	not-assigned	0.83478
chr3_2183	Active  	0.942677
chr5_3588	Active  	1.08519
chr4_2970	Active  	1.15087
chr2_1527	Active  	1.10531
chr1_452 	Heterochromatin	1.485
chr5_3589	Active  	1.08701
chr3_2184	Heterochromatin	1.17426
chr4_2971	Active  	1.12177
chr2_1528	Active  	1.1062
chr1_453 	Heterochromatin	1.8057
chr5_3590	Active  	1.02193
chr3_2185	Heterochromatin	1.30952
chr4_2972	Active  	1.10138
chr2_1529	Active  	1.12106
chr1_454 	Heterochromatin	1.6519
chr5_3591	Polycomb_like	1.30035
chr3_2186	Heterochromatin	1.32287
chr4_2973	Active  	1.12775
chr2_1530	Active  	1.1269
chr3_2187	Heterochromatin	1.53515
chr5_3592	Active  	1.05376
chr1_455 	Heterochromatin	1.62886
chr4_2974	Active  	1.12053
chr2_1531	Active  	1.12765
chr3_2188	Heterochromatin	1.19669
chr5_3593	not-assigned	1.08525
chr1_456 	not-assigned	0.993338
chr4_2975	Active  	1.12967
chr2_1532	Active  	1.14366
chr5_3594	not-assigned	1.08593
chr3_2189	Heterochromatin	0.930071
chr1_457 	Heterochromatin	2.12769
chr4_2976	Active  	1.11308
chr2_1533	Active  	1.13124
chr5_3595	not-assigned	1.15517
chr3_2190	Heterochromatin	1.0233
chr1_458 	Heterochromatin	2.22923
chr4_2977	Active  	1.13045
chr5_3596	not-assigned	1.10023
chr2_1534	Active  	1.12199
chr3_2191	Heterochromatin	0.913878
chr1_459 	Heterochromatin	2.33901
chr4_2978	Active  	1.12472
chr5_3597	Active  	0.911649
chr2_1535	Active  	1.13272
chr3_2192	Heterochromatin	0.911044
chr1_460 	Heterochromatin	1.96771
chr4_2979	Active  	1.11266
chr5_3598	Active  	0.963429
chr2_1536	not-assigned	0.89065
chr3_2193	Heterochromatin	1.15229
chr4_2980	Active  	1.1223
chr1_461 	Heterochromatin	1.96805
chr5_3599	Active  	0.992474
chr2_1537	Active  	1.11087
chr3_2194	Active  	0.989696
chr4_2981	Active  	1.11319
chr1_462 	Heterochromatin	1.99162
chr5_3600	Polycomb_like	1.43871
chr2_1538	Active  	1.1028
chr3_2195	Heterochromatin	2.34556
chr4_2982	Active  	1.12336
chr1_463 	Heterochromatin	1.85215
chr5_3601	Active  	1.02732
chr2_1539	Active  	1.13035
chr3_2196	Heterochromatin	1.04947
chr4_2983	Active  	1.13858
chr1_464 	Heterochromatin	2.19733
chr5_3602	Active  	1.0519
chr2_1540	Active  	1.14075
chr3_2197	Active  	1.01028
chr4_2984	Active  	1.14064
chr1_465 	Heterochromatin	2.00915
chr5_3603	Active  	1.02876
chr2_1541	Active  	1.12987
chr3_2198	not-assigned	1.12372
chr4_2985	Active  	1.15049
chr1_466 	Active  	0.842277
chr5_3604	Active  	1.09196
chr2_1542	Polycomb_like	0.894048
chr3_2199	Heterochromatin	0.921184
chr4_2986	Active  	1.13605
chr1_467 	Active  	0.926717
chr5_3605	Active  	1.08446
chr2_1543	Active  	1.10471
chr3_2200	Heterochromatin	0.859281
chr4_2987	Active  	1.14766
chr1_468 	Heterochromatin	2.41847
chr5_3606	Polycomb_like	1.20578
chr2_1544	Active  	1.13261
chr3_2201	Active  	1.02966
chr4_2988	Active  	1.13392
chr1_469 	Heterochromatin	2.68871
chr5_3607	Active  	0.997027
chr2_1545	Active  	1.13427
chr3_2202	Active  	1.03567
chr4_2989	Active  	1.13504
chr1_470 	Heterochromatin	2.52541
chr5_3608	Active  	1.02621
chr2_1546	Active  	1.09682
chr4_2990	Active  	1.14501
chr3_2203	Active  	1.0008
chr5_3609	Active  	1.08792
chr1_471 	Heterochromatin	1.63558
chr2_1547	Active  	1.11747
chr3_2204	Active  	1.02582
chr4_2991	Active  	1.14691
chr5_3610	Active  	1.04971
chr1_472 	Active  	0.89191
chr2_1548	Active  	1.12865
chr3_2205	Active  	1.06904
chr4_2992	Active  	1.14399
chr5_3611	not-assigned	1.05522
chr1_473 	Heterochromatin	2.25852
chr2_1549	Active  	1.13055
chr3_2206	Active  	1.06546
chr4_2993	Active  	1.12196
chr5_3612	Active  	1.02869
chr1_474 	Heterochromatin	2.58942
chr2_1550	Active  	1.13151
chr3_2207	Active  	1.06614
chr4_2994	Polycomb_like	1.14376
chr5_3613	Undetermined	1.0537
chr3_2208	Active  	1.02485
chr1_475 	Heterochromatin	2.48176
chr2_1551	Active  	1.14179
chr4_2995	Active  	1.09245
chr5_3614	Active  	1.06249
chr3_2209	Active  	1.01354
chr1_476 	Active  	0.894824
chr2_1552	Active  	1.13497
chr4_2996	Active  	1.14075
chr5_3615	Active  	1.07246
chr3_2210	Active  	1.00493
chr1_477 	Heterochromatin	
chr4_2997	Active  	1.14365
chr2_1553	Active  	1.13299
chr5_3616	Active  	1.07911
chr3_2211	Active  	1.0415
chr1_478 	Active  	
chr4_2998	Active  	1.15742
chr2_1554	Active  	1.12067
chr5_3617	Active  	1.11408
chr4_2999	Active  	1.16271
chr1_479 	Active  	
chr3_2212	Active  	1.04413
chr2_1555	Active  	1.13379
chr5_3618	Active  	1.09763
chr4_3000	Active  	1.15829
chr2_1556	not-assigned	0.893525
chr1_480 	Active  	
chr3_2213	Polycomb_like	1.42375
chr5_3619	Active  	1.11685
chr4_3001	Active  	1.15196
chr2_1557	Active  	1.1214
chr3_2214	Active  	1.03968
chr1_481 	Heterochromatin	2.95356
chr5_3620	Active  	1.14853
chr4_3002	Active  	1.14053
chr2_1558	Active  	1.1129
chr3_2215	not-assigned	1.14159
chr1_482 	Heterochromatin	3.03741
chr5_3621	Active  	1.15291
chr4_3003	Active  	1.15232
chr2_1559	Active  	1.12688
chr3_2216	Active  	0.990659
chr1_483 	Heterochromatin	3.28665
chr5_3622	Active  	1.13682
chr4_3004	Active  	1.13684
chr3_2217	Polycomb_like	1.37446
chr2_1560	Active  	1.1294
chr1_484 	Undetermined	
chr5_3623	Active  	1.11607
chr4_3005	Active  	1.15713
chr3_2218	not-assigned	1.11465
chr2_1561	Active  	1.12461
chr1_485 	Undetermined	
chr5_3624	Active  	1.06517
chr4_3006	Active  	1.15472
chr3_2219	Active  	1.00969
chr2_1562	Active  	1.12168
chr1_486 	Heterochromatin	
chr5_3625	Active  	1.10439
chr4_3007	Active  	1.14614
chr3_2220	Active  	1.05653
chr2_1563	Active  	1.11649
chr1_487 	Undetermined	
chr5_3626	Active  	1.12905
chr4_3008	Active  	1.15555
chr3_2221	Active  	1.05488
chr2_1564	Active  	1.13596
chr1_488 	Undetermined	
chr5_3627	Polycomb_like	1.0092
chr4_3009	Active  	1.15839
chr3_2222	Active  	1.03303
chr2_1565	Active  	1.14155
chr1_489 	Heterochromatin	
chr5_3628	Active  	1.09476
chr4_3010	Active  	1.14365
chr3_2223	Active  	1.06612
chr2_1566	Active  	1.13841
chr1_490 	not-assigned	
chr5_3629	not-assigned	1.01882
chr4_3011	not-assigned	0.846268
chr3_2224	Active  	1.05048
chr2_1567	Active  	1.15187
chr1_491 	Active  	
chr5_3630	Active  	1.04957
chr3_2225	not-assigned	1.08182
chr4_3012	Active  	1.14301
chr2_1568	Active  	1.14941
chr1_492 	Undetermined	
chr5_3631	Active  	1.09992
chr3_2226	not-assigned	1.08556
chr4_3013	Active  	1.14335
chr2_1569	Active  	1.13207
chr5_3632	Active  	1.07285
chr1_493 	Undetermined	
chr3_2227	Active  	0.980161
chr2_1570	Active  	1.15952
chr4_3014	Active  	1.12843
chr5_3633	Active  	1.13034
chr1_494 	Active  	
chr3_2228	Polycomb_like	1.31258
chr4_3015	Active  	1.14802
chr2_1571	Active  	1.15296
chr5_3634	Active  	1.15615
chr1_495 	Active  	
chr3_2229	Polycomb_like	1.08787
chr4_3016	not-assigned	0.880426
chr2_1572	Active  	1.13928
chr5_3635	Active  	1.1242
chr1_496 	not-assigned	
chr3_2230	Active  	1.06293
chr4_3017	Active  	1.14345
chr2_1573	Active  	1.13348
chr5_3636	Active  	1.06474
chr1_497 	Heterochromatin	
chr3_2231	Active  	1.02119
chr4_3018	Active  	1.13988
chr2_1574	not-assigned	0.844103
chr5_3637	Active  	1.09124
chr1_498 	Active  	
chr3_2232	Active  	1.07886
chr4_3019	Active  	1.15719
chr2_1575	Active  	1.13385
chr5_3638	Active  	1.08118
chr1_499 	Active  	
chr3_2233	Active  	1.02486
chr4_3020	Active  	1.1563
chr2_1576	Active  	1.14219
chr5_3639	Active  	1.07118
chr1_500 	Active  	0.663751
chr3_2234	Active  	1.07527
chr2_1577	Active  	1.13879
chr4_3021	Active  	1.15077
chr5_3640	Active  	1.02191
chr1_501 	Heterochromatin	3.4113
chr3_2235	Active  	1.10878
chr2_1578	not-assigned	0.826527
chr4_3022	Active  	1.1262
chr5_3641	Active  	0.970716
chr3_2236	Active  	1.06838
chr1_502 	Heterochromatin	3.9468
chr2_1579	Active  	1.14182
chr4_3023	Active  	1.11574
chr5_3642	Polycomb_like	1.48599
chr3_2237	Active  	1.00762
chr1_503 	Heterochromatin	3.0381
chr2_1580	Active  	1.14559
chr4_3024	Active  	1.14138
chr5_3643	not-assigned	1.15791
chr3_2238	Polycomb_like	1.47778
chr2_1581	Active  	1.13056
chr1_504 	Heterochromatin	3.00718
chr4_3025	Active  	1.14765
chr5_3644	Active  	1.03524
chr3_2239	Polycomb_like	1.34253
chr2_1582	Active  	1.13417
chr1_505 	Heterochromatin	3.1947
chr4_3026	Active  	1.14095
chr5_3645	Active  	1.09699
chr3_2240	Active  	0.965583
chr1_506 	Heterochromatin	
chr2_1583	Active  	1.1512
chr4_3027	Active  	1.15129
chr5_3646	Active  	1.10609
chr3_2241	not-assigned	1.09094
chr1_507 	not-assigned	
chr2_1584	Active  	1.14558
chr4_3028	Active  	1.15064
chr5_3647	Active  	1.09881
chr3_2242	Active  	0.987348
chr4_3029	Polycomb_like	0.749689
chr2_1585	Active  	1.13075
chr1_508 	Active  	
chr5_3648	Active  	1.11194
chr3_2243	Active  	1.10677
chr4_3030	Active  	1.16423
chr2_1586	Active  	1.14744
chr1_509 	Active  	
chr5_3649	Active  	1.04403
chr3_2244	Active  	1.10327
chr4_3031	Active  	1.15704
chr2_1587	Active  	1.13993
chr1_510 	Active  	
chr5_3650	not-assigned	0.989861
chr3_2245	Active  	1.06528
chr4_3032	Active  	1.16124
chr2_1588	Active  	1.13658
chr1_511 	Active  	
chr5_3651	not-assigned	0.990687
chr3_2246	Active  	1.09951
chr2_1589	Active  	1.13212
chr4_3033	not-assigned	0.88148
chr1_512 	Active  	
chr5_3652	Active  	1.07237
chr3_2247	not-assigned	1.07354
chr2_1590	Active  	1.13909
chr4_3034	Active  	1.15156
chr5_3653	not-assigned	1.04363
chr1_513 	Active  	
chr3_2248	Active  	1.09769
chr4_3035	Active  	1.14443
chr2_1591	Active  	1.12245
chr5_3654	Polycomb_like	1.44652
chr1_514 	Heterochromatin	2.99807
chr3_2249	Active  	1.08325
chr4_3036	Active  	1.15336
chr2_1592	Active  	1.12397
chr5_3655	Active  	1.0107
chr3_2250	Active  	1.04651
chr1_515 	Heterochromatin	2.91981
chr4_3037	Active  	1.1545
chr2_1593	Active  	1.13459
chr5_3656	Active  	1.01621
chr3_2251	Polycomb_like	1.22933
chr1_516 	Heterochromatin	2.82803
chr4_3038	Active  	1.15869
chr2_1594	Active  	1.1232
chr5_3657	Polycomb_like	1.24701
chr3_2252	Heterochromatin	0.712103
chr1_517 	Heterochromatin	2.75832
chr4_3039	Active  	1.15818
chr2_1595	Active  	1.1384
chr5_3658	Active  	1.09009
chr3_2253	not-assigned	0.923392
chr1_518 	Heterochromatin	2.63875
chr4_3040	Active  	1.15696
chr2_1596	not-assigned	0.818179
chr5_3659	not-assigned	0.92434
chr3_2254	Active  	1.12432
chr1_519 	Heterochromatin	2.54151
chr4_3041	Active  	1.1511
chr2_1597	Active  	1.14948
chr5_3660	not-assigned	0.981713
chr3_2255	Active  	1.14851
chr1_520 	Heterochromatin	1.91801
chr4_3042	Active  	1.15413
chr2_1598	Active  	1.15721
chr5_3661	Active  	1.12064
chr3_2256	Active  	1.11169
chr4_3043	Active  	1.14284
chr1_521 	Heterochromatin	1.85869
chr2_1599	Active  	1.14206
chr5_3662	Active  	1.12159
chr3_2257	Active  	1.12312
chr4_3044	Active  	1.12354
chr2_1600	Active  	1.14492
chr1_522 	Heterochromatin	2.31032
chr5_3663	Active  	1.14397
chr3_2258	not-assigned	1.07379
chr4_3045	not-assigned	0.878276
chr5_3664	Active  	1.14513
chr2_1601	Active  	1.15517
chr1_523 	Heterochromatin	2.73
chr3_2259	not-assigned	1.04906
chr4_3046	Active  	1.13427
chr5_3665	Active  	1.14741
chr2_1602	Active  	1.15616
chr3_2260	Active  	1.087
chr1_524 	Heterochromatin	2.51749
chr4_3047	Active  	1.13885
chr5_3666	Active  	1.13218
chr2_1603	Active  	1.14127
chr3_2261	Active  	1.10211
chr1_525 	Heterochromatin	2.58915
chr4_3048	Active  	1.1354
chr5_3667	Active  	1.14579
chr2_1604	Active  	1.11634
chr3_2262	Active  	1.12739
chr1_526 	Heterochromatin	2.64144
chr4_3049	Active  	1.13484
chr5_3668	Active  	1.12375
chr2_1605	Active  	1.15537
chr3_2263	Active  	1.12864
chr1_527 	Heterochromatin	2.99608
chr4_3050	Active  	1.15882
chr5_3669	Active  	1.0796
chr2_1606	Active  	1.15345
chr3_2264	Active  	1.10622
chr1_528 	Heterochromatin	2.41884
chr4_3051	Active  	1.16161
chr5_3670	Polycomb_like	1.14695
chr2_1607	Active  	1.15219
chr3_2265	Undetermined	1.08156
chr1_529 	Active  	0.89775
chr4_3052	Active  	1.15458
chr5_3671	Active  	1.0602
chr2_1608	Active  	1.15437
chr3_2266	Active  	1.05972
chr1_530 	Active  	0.93483
chr4_3053	Active  	1.16305
chr5_3672	Active  	1.0569
chr2_1609	Active  	1.13287
chr3_2267	not-assigned	0.982817
chr1_531 	Active  	0.916128
chr4_3054	Active  	1.17002
chr5_3673	Active  	1.07151
chr2_1610	Active  	1.15123
chr3_2268	Polycomb_like	1.01431
chr4_3055	Active  	1.16777
chr5_3674	Active  	1.07114
chr1_532 	Heterochromatin	1.43969
chr2_1611	Active  	1.15117
chr3_2269	Active  	1.10154
chr4_3056	Active  	1.17169
chr5_3675	Active  	1.05473
chr1_533 	Heterochromatin	2.27502
chr2_1612	Active  	1.15353
chr3_2270	Active  	1.09737
chr4_3057	Active  	1.1514
chr5_3676	Active  	1.0449
chr1_534 	Heterochromatin	2.47696
chr2_1613	Active  	1.1429
chr3_2271	Active  	1.07662
chr4_3058	Active  	1.16576
chr5_3677	Active  	1.0155
chr2_1614	Active  	1.14489
chr1_535 	Heterochromatin	2.50877
chr3_2272	Active  	1.11914
chr4_3059	Active  	1.16192
chr5_3678	Active  	0.984489
chr2_1615	Active  	1.15826
chr1_536 	Heterochromatin	2.54822
chr3_2273	Active  	1.11379
chr4_3060	Active  	1.15947
chr5_3679	not-assigned	1.06083
chr2_1616	Active  	1.14317
chr3_2274	Active  	1.07689
chr1_537 	Heterochromatin	1.4509
chr4_3061	Active  	1.16098
chr5_3680	Active  	0.993377
chr2_1617	Polycomb_like	0.781538
chr3_2275	Active  	1.09666
chr1_538 	Active  	0.914489
chr4_3062	Active  	1.15909
chr5_3681	Active  	1.03564
chr2_1618	Active  	1.14769
chr3_2276	Active  	1.08833
chr1_539 	Heterochromatin	2.10798
chr4_3063	Active  	1.15666
chr5_3682	Active  	0.989096
chr2_1619	Active  	1.15047
chr3_2277	Polycomb_like	0.981856
chr1_540 	not-assigned	0.851317
chr4_3064	Active  	1.15292
chr2_1620	not-assigned	0.822062
chr5_3683	Polycomb_like	1.42938
chr3_2278	Active  	1.10101
chr1_541 	Heterochromatin	1.6212
chr4_3065	Undetermined	0.989431
chr5_3684	Polycomb_like	1.44568
chr2_1621	Active  	1.15562
chr3_2279	not-assigned	0.929937
chr1_542 	Active  	0.93601
chr4_3066	Active  	1.13403
chr5_3685	Active  	1.04325
chr2_1622	Active  	1.15679
chr3_2280	Active  	1.11425
chr4_3067	Active  	1.12421
chr1_543 	Heterochromatin	1.48661
chr5_3686	Active  	1.09772
chr2_1623	Active  	1.15936
chr3_2281	Active  	1.09155
chr4_3068	Telomere	6.19285
chr5_3687	Active  	1.12713
chr1_544 	Heterochromatin	1.76106
chr2_1624	Active  	1.15146
chr3_2282	Active  	1.10149
chr4_3069	Telomere	7.33779
chr5_3688	Active  	1.08891
chr1_545 	Heterochromatin	1.77749
chr2_1625	Active  	1.14771
chr3_2283	Active  	1.12489
chr4_3070	Telomere	8.97935
chr5_3689	Active  	1.03608
chr1_546 	Heterochromatin	1.52884
chr2_1626	Active  	1.14597
chr3_2284	Active  	1.13555
chr4_3071	Telomere	12.098
chr5_3690	Active  	1.06181
chr1_547 	Active  	0.932951
chr2_1627	Active  	1.15443
chr3_2285	Active  	1.13396
chr4_3072	Telomere	17.4315
chr5_3691	Active  	1.09786
chr1_548 	Active  	0.955404
chr2_1628	Active  	1.15958
chr3_2286	Active  	1.12342
chr4_3073	Telomere	26.0633
chr5_3692	Active  	1.09232
chr1_549 	Active  	1.01437
chr2_1629	Active  	1.15935
chr3_2287	Active  	1.12804
chr5_3693	Active  	1.09751
chr1_550 	Heterochromatin	4.07148
chr2_1630	Active  	1.15791
chr3_2288	Active  	1.1371
chr5_3694	Active  	1.03341
chr1_551 	Heterochromatin	1.19388
chr2_1631	Active  	1.14667
chr3_2289	Active  	1.11764
chr5_3695	Polycomb_like	1.25598
chr2_1632	Active  	1.15354
chr3_2290	Active  	1.09641
chr1_552 	Heterochromatin	1.17664
chr5_3696	Active  	1.05945
chr2_1633	Active  	1.15756
chr3_2291	Active  	1.0586
chr1_553 	Heterochromatin	1.12468
chr5_3697	Active  	1.11302
chr2_1634	Active  	1.16633
chr1_554 	Active  	1.03713
chr3_2292	not-assigned	0.96537
chr5_3698	Active  	1.10265
chr2_1635	Active  	1.16782
chr3_2293	Active  	1.08912
chr1_555 	Heterochromatin	0.965786
chr5_3699	Active  	1.10465
chr2_1636	Active  	1.14796
chr3_2294	not-assigned	1.01403
chr1_556 	not-assigned	1.13341
chr5_3700	Polycomb_like	0.993888
chr2_1637	Active  	1.16512
chr3_2295	Active  	1.08729
chr1_557 	Heterochromatin	1.15075
chr5_3701	Active  	1.12575
chr2_1638	Active  	1.15027
chr3_2296	Active  	1.06709
chr1_558 	Polycomb_like	1.31769
chr5_3702	Active  	1.12733
chr2_1639	Active  	1.14866
chr3_2297	Active  	1.10288
chr1_559 	Active  	1.01251
chr5_3703	Undetermined	1.02591
chr2_1640	Active  	1.16081
chr3_2298	Active  	1.11548
chr1_560 	Polycomb_like	1.36823
chr5_3704	Active  	1.08326
chr3_2299	Active  	1.1328
chr2_1641	Active  	1.16124
chr1_561 	not-assigned	1.0565
chr5_3705	Active  	1.07573
chr3_2300	not-assigned	0.916765
chr2_1642	Active  	1.17673
chr1_562 	Active  	1.01748
chr5_3706	Active  	1.11367
chr3_2301	Active  	1.15048
chr2_1643	Active  	1.16745
chr1_563 	Active  	1.06476
chr5_3707	Active  	1.0675
chr3_2302	Active  	1.15454
chr2_1644	Active  	1.16641
chr5_3708	not-assigned	1.13755
chr1_564 	Active  	1.01481
chr3_2303	Active  	1.13557
chr2_1645	Active  	1.16674
chr5_3709	Active  	1.04539
chr1_565 	not-assigned	1.07163
chr3_2304	Active  	1.13265
chr2_1646	Active  	1.16988
chr5_3710	Active  	1.12254
chr1_566 	Active  	1.00976
chr3_2305	Active  	1.16026
chr2_1647	Active  	1.16974
chr5_3711	Active  	1.14155
chr1_567 	Heterochromatin	0.838897
chr3_2306	Active  	1.15783
chr2_1648	Active  	1.17045
chr5_3712	Active  	1.12337
chr1_568 	not-assigned	1.06608
chr3_2307	Active  	1.15188
chr2_1649	Active  	1.17129
chr5_3713	Active  	1.13451
chr1_569 	Active  	1.0257
chr3_2308	Active  	1.15609
chr2_1650	Active  	1.16126
chr5_3714	Active  	1.14038
chr3_2309	Active  	1.14508
chr1_570 	Active  	0.96685
chr2_1651	Active  	1.15885
chr5_3715	Active  	1.15741
chr3_2310	Active  	1.15905
chr1_571 	Active  	0.995565
chr2_1652	Active  	1.16478
chr5_3716	Active  	1.16118
chr3_2311	Active  	1.15709
chr1_572 	Active  	1.09307
chr2_1653	Active  	1.15763
chr5_3717	Active  	1.16872
chr3_2312	Active  	1.17004
chr1_573 	Active  	1.02973
chr2_1654	Active  	1.16169
chr5_3718	Active  	1.13837
chr3_2313	Active  	1.15282
chr1_574 	Polycomb_like	1.26305
chr2_1655	Polycomb_like	0.717068
chr5_3719	Active  	1.13204
chr3_2314	Active  	1.16915
chr1_575 	Active  	1.06127
chr2_1656	Active  	1.15787
chr5_3720	Active  	1.08583
chr3_2315	Active  	1.1471
chr2_1657	Active  	1.16183
chr1_576 	Active  	1.09882
chr5_3721	Active  	0.963945
chr3_2316	Active  	1.16896
chr2_1658	Active  	1.15045
chr1_577 	Active  	1.05023
chr5_3722	Active  	0.938671
chr3_2317	Active  	1.16615
chr2_1659	Active  	1.1556
chr1_578 	Polycomb_like	1.33586
chr5_3723	Polycomb_like	1.56847
chr3_2318	Active  	1.16052
chr2_1660	Active  	1.15439
chr1_579 	Polycomb_like	1.46247
chr5_3724	Active  	1.00547
chr3_2319	Active  	1.1493
chr2_1661	Active  	1.14588
chr1_580 	Active  	0.993511
chr5_3725	Active  	1.06576
chr3_2320	Active  	1.14947
chr2_1662	Active  	1.14886
chr1_581 	Active  	1.06107
chr5_3726	Active  	1.08761
chr3_2321	Active  	1.12489
chr2_1663	Active  	1.14504
chr1_582 	Active  	1.03179
chr5_3727	Active  	1.10281
chr3_2322	Active  	1.14424
chr2_1664	Active  	1.14795
chr1_583 	Polycomb_like	1.60927
chr5_3728	Active  	1.10703
chr3_2323	Active  	1.15449
chr2_1665	not-assigned	0.720452
chr1_584 	Active  	0.938266
chr5_3729	Active  	1.08553
chr3_2324	Polycomb_like	0.745678
chr2_1666	Active  	1.11907
chr5_3730	Active  	1.07985
chr1_585 	Active  	0.998785
chr3_2325	Active  	1.14986
chr2_1667	Telomere	8.03959
chr5_3731	Active  	1.096
chr1_586 	Polycomb_like	1.63826
chr3_2326	Active  	1.15881
chr2_1668	Telomere	10.3434
chr1_587 	Active  	0.98793
chr5_3732	Active  	1.05397
chr3_2327	Polycomb_like	0.84463
chr2_1669	Telomere	14.1317
chr3_2328	Active  	1.13779
chr1_588 	Active  	0.983653
chr5_3733	Active  	1.11133
chr2_1670	Telomere	19.6103
chr3_2329	Active  	1.1358
chr1_589 	Heterochromatin	0.876731
chr5_3734	Active  	1.12065
chr2_1671	Telomere	24.9308
chr3_2330	Active  	1.12361
chr1_590 	Active  	1.05971
chr5_3735	Active  	1.10737
chr3_2331	Active  	1.1469
chr5_3736	Active  	1.09447
chr1_591 	Undetermined	1.20706
chr5_3737	Active  	1.06479
chr3_2332	Active  	1.15599
chr1_592 	Active  	1.1122
chr5_3738	Active  	1.05941
chr3_2333	Active  	1.15981
chr1_593 	Active  	1.08833
chr5_3739	Active  	1.0636
chr3_2334	Active  	1.15229
chr1_594 	Active  	1.10849
chr5_3740	Active  	1.0765
chr3_2335	Active  	1.16323
chr1_595 	Active  	1.13574
chr5_3741	Active  	1.09823
chr3_2336	Active  	1.15244
chr1_596 	Active  	1.13072
chr3_2337	Active  	1.16645
chr5_3742	Active  	1.09452
chr1_597 	Active  	1.09598
chr3_2338	Active  	1.15894
chr5_3743	Active  	1.09129
chr1_598 	Active  	1.09895
chr3_2339	Active  	1.1506
chr5_3744	Active  	1.0771
chr1_599 	Active  	1.04499
chr3_2340	Active  	1.15746
chr5_3745	Active  	1.04511
chr1_600 	Heterochromatin	1.18026
chr3_2341	not-assigned	0.830191
chr5_3746	Active  	1.03554
chr1_601 	not-assigned	1.08784
chr3_2342	Active  	1.147
chr5_3747	Active  	1.07735
chr5_3748	Polycomb_like	1.22713
chr3_2343	Active  	1.14211
chr1_602 	Active  	1.07725
chr5_3749	Active  	1.00486
chr3_2344	Active  	1.12513
chr1_603 	Active  	1.07734
chr5_3750	Active  	1.02069
chr3_2345	Active  	1.09843
chr1_604 	Active  	1.08428
chr5_3751	Active  	1.08868
chr3_2346	Active  	1.12703
chr1_605 	not-assigned	1.07717
chr3_2347	Active  	1.11525
chr5_3752	not-assigned	1.10864
chr1_606 	Active  	1.07472
chr3_2348	Active  	1.12476
chr5_3753	Polycomb_like	1.45298
chr1_607 	Polycomb_like	1.1779
chr3_2349	Active  	1.13146
chr5_3754	Active  	0.987938
chr1_608 	Undetermined	1.1502
chr3_2350	Active  	1.14806
chr5_3755	Active  	1.03488
chr1_609 	Active  	1.07189
chr3_2351	Active  	1.14525
chr5_3756	Active  	1.02979
chr1_610 	Active  	1.1265
chr3_2352	Active  	1.11482
chr5_3757	Active  	1.06103
chr1_611 	Active  	1.13007
chr3_2353	Active  	1.09709
chr5_3758	Active  	1.07484
chr1_612 	Active  	1.14794
chr3_2354	Active  	1.09837
chr5_3759	not-assigned	
chr1_613 	Active  	1.16026
chr3_2355	Active  	1.12328
chr5_3760	not-assigned	
chr3_2356	Active  	1.13805
chr5_3761	Active  	1.0116
chr1_614 	Active  	1.14416
chr3_2357	Active  	1.12771
chr5_3762	Polycomb_like	1.39739
chr1_615 	Active  	1.11943
chr3_2358	Active  	1.09045
chr5_3763	Active  	1.06416
chr1_616 	Active  	1.11116
chr3_2359	Active  	1.12026
chr5_3764	Active  	1.11378
chr1_617 	Active  	1.12946
chr3_2360	Active  	1.05118
chr5_3765	Active  	1.12955
chr1_618 	Active  	1.1055
chr3_2361	Active  	1.08445
chr5_3766	Active  	1.12506
chr1_619 	Undetermined	1.18619
chr3_2362	Active  	1.1356
chr5_3767	Active  	1.11096
chr1_620 	Active  	1.09189
